2024-08-28T15:48:27+08:00
Carpark Number,Total Lots,Lots Available,Address
HG33,496,339,BLK 609-621 HOUGANG AVENUE 8
PDW8,390,339,BLK 888A WOODLANDS DR 50
SE15,486,340,BLK 238/246 SERANGOON AVENUE 3
SB28,498,341,BLK 482A ADMIRALTY LINK
KTM3,465,341,BLK 131A KIM TIAN ROAD
U66,452,341,BLK 436 BUKIT BATOK WEST AVENUE 5
SE19,558,342,BLK 201/210 SERANGOON CENTRAL
SK37,538,342,BLK 303 ANCHORVALE LINK
B94,438,342,BLK 513A BEDOK NORTH AVENUE 2
BE44,424,342,BLK 448A BRIGHT HILL DRIVE
W785,487,343,BLK 785 WOODLANDS RISE
SI4,461,343,BLK 120/122 SIMEI STREET 1
BL17,443,343,BLK 268 BOON LAY DRIVE
SB1,435,343,BLK 306B CANBERRA ROAD
W18,563,344,BLK 114-133 MARSILING RISE
B10,516,344,BLK 404/413 BEDOK NORTH AVENUE 3
U22,495,345,BLK 310/323 BUKIT BATOK STREET 32/33
W549,429,345,BLK 549A WOODLANDS DRIVE 44
BP1,577,346,BLK 101/109 BUKIT PURMEI ROAD
B40,540,346,BLK 504/508 BEDOK NORTH STREET 3
TBM4,503,346,BLK 88A TELOK BLANGAH HEIGHTS
CLRG,495,347,312 CLEMENTI AVENUE 4
SK26,430,347,BLK 259 COMPASSVALE ROAD
SE9,470,348,BLK 135/141 SERANGOON NORTH AVENUE 2
TBM6,400,348,BLK 52A TELOK BLANGAH DRIVE
SK94,520,349,BLK 329 ANCHORVALE STREET
W12M,459,349,BLK 34A MARSILING DRIVE
SK90,508,350,BLK 332 ANCHORVALE LINK
Y51M,486,350,BLK 441 YISHUN AVENUE 11
W102,452,350,BLK 687 WOODLANDS DRIVE 75
BE8,544,351,BLK 145-150A, 151 BISHAN STREET 11
Y38,630,352,BLK 650/661 YISHUN AVENUE 4
PL57,521,352,BLK 665 PUNGGOL DRIVE
PM25,508,352,BLK 500A PASIR RIS STREET 52
SK66,520,353,BLK 156A RIVERVALE CRESCENT
Y79M,453,353,BLK 465 YISHUN AVENUE 6
A25,543,354,BLK 330/337 ANG MO KIO AVENUE 8
AM96,525,354,BLK 352A ANG MO KIO STREET 32
KTM5,512,354,BLK 126 KIM TIAN ROAD
J93,483,354,BLK 286E TOH GUAN ROAD
W574,479,354,BLK 574 WOODLANDS DRIVE 16
JM21,459,354,BLK 651 JURONG WEST STREET 61
W78,442,354,BLK 759A WOODLANDS AVENUE 6
HG77,423,354,BLK 919A HOUGANG AVENUE 4
BJ12,550,355,BLK 246-255 BANGKIT ROAD
AM43,465,355,BLK 455 ANG MO KIO STREET 44
W73,440,355,BLK 796A WOODLANDS DRIVE 72
HG80,437,355,BLK 941A HOUGANG STREET 92
HG30,433,355,BLK 464-468 HOUGANG AVENUE 10
NT6,502,356,BLK 647 TAMPINES STREET 62
J92,447,356,BLK 285E TOH GUAN ROAD
KJM2,467,357,BLK 14A FARRER PARK ROAD
PL23,445,357,BLK 201 PUNGGOL FIELD
AM79,472,360,BLK 596 ANG MO KIO STREET 52
J95,467,360,BLK 282A TOH GUAN ROAD
DRM1,448,360,BLK 104C DEPOT ROAD
CK32,433,360,BLK 253A CHOA CHU KANG AVENUE 1
SB44,505,362,BLK 102 CANBERRA STREET
PM45,522,363,BLK 773A PASIR RIS STREET 71
UBM2,485,363,BLK 8 UPPER BOON KENG ROAD
JM8,478,364,BLK 667 JURONG WEST STREET 65
T9,570,365,BLK 140/148 TAMPINES STREET 12
S111,570,365,BLK 455 SENGKANG WEST AVENUE
P5,520,366,BLK 107 PUNGGOL FIELD
TPM7,482,366,BLK 120A LORONG 2 TOA PAYOH
W82,450,366,BLK 787A WOODLANDS CRESCENT
BTM2,496,367,BLK 8C BOON TIONG ROAD
PM19,437,367,BLK 108A PASIR RIS STREET 12
SE20,548,369,BLK 264 SERANGOON CENTRAL
UAM1,466,369,BLK 2A JOO SENG ROAD
J49M,423,369,560 JURONG WEST STREET 42
MP1M,522,372,BLK 65A MARINE DRIVE
CK64,455,372,BLK 692 CHOA CHU KANG CRESCENT
W93,447,372,BLK 639A WOODLANDS RING ROAD
SB11,444,372,BLK 476A SEMBAWANG DRIVE
W88,443,372,BLK 656A WOODLANDS RING ROAD
PL13,375,372,BLK 131 EDGEDALE PLAINS
J7,928,373,BLK 215A/231 JURONG EAST STREET 21
CK73,501,373,BLK 801 KEAT HONG CLOSE
B98,473,373,BLK 748 BEDOK RESERVOIR CRESCENT
CKM8,492,374,BLK 486A CHOA CHU KANG AVENUE 5
C10,767,375,BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5
BA3,622,375,BLK 101 BIDADARI PARK DRIVE
Y81M,520,375,BLK 476 YISHUN STREET 44
BM31,622,376,BLK 119 BUKIT MERAH CENTRAL
W83,448,376,BLK 608A WOODLANDS RING ROAD
SB7,421,376,BLK 336A SEMBAWANG CRESCENT
JM4,435,377,BLK 684 JURONG WEST STREET 64
HG20,590,378,BLK 128-137 LORONG AH SOO
SK93,472,379,BLK 453 FERNVALE ROAD
NT12,465,379,
CK59,458,379,BLK 297A CHOA CHU KANG AVENUE 2
NT4,528,380,BLK 613 TAMPINES NORTH DRIVE 1
JMB3,577,381,BLK 26 JALAN MEMBINA
SK33,546,381,BLK 201 SENGKANG EAST ROAD
A69,476,382,BLK 623/625/627 ANG MO KIO STREET 61
SK54,500,383,BLK 184 RIVERVALE CRESCENT
W95,464,383,BLK 788A WOODLANDS CRESCENT
PL75,579,384,BLK 325 SUMANG WALK
TJ32,543,384,BLK 346A KANG CHING ROAD
SK32,528,384,BLK 200 SENGKANG EAST ROAD
W86,465,384,BLK 644A WOODLANDS RING ROAD
TJ37,384,384,BLK 337 TAH CHING ROAD
SMM,864,386,BLK 53A STRATHMORE AVENUE
CK40,500,386,BLK 567A CHOA CHU KANG STREET 52
TM52,496,386,BLK 492 TAMPINES ST45
JM29,641,387,BLK 986 JURONG WEST STREET 93
Y46,593,387,BLK 349-359 YISHUN RING ROAD
S106,478,387,BLK 278 COMPASSVALE BOW
W79,490,388,BLK 773A WOODLANDS DRIVE 60
JM12,468,388,BLK 624A JURONG WEST STREET 61
HG1C,566,389,BLK 476 UPPER SERANGOON VIEW
W84,499,389,BLK 614A WOODLANDS AVENUE 4
HG2C,483,389,BLK 364 / 365 UPPER SERANGOON RD
HG78,490,390,BLK 925A HOUGANG STREET 91
MM7,436,390,
J52,626,391,BLK 423/440 JURONG WEST AVENUE 1/STREET 42
B50,581,391,BLK 601/605 BEDOK RESERVOIR ROAD
SK63,494,391,BLK 208 COMPASSVALE LANE
Y45M,567,392,BLK 347 YISHUN AVENUE 11
KM6,598,393,BLK 91 JALAN SATU
U26,595,393,BLK 354/357-370 BUKIT BATOK STREET 31
HVM,587,393,BLK 51 HAVELOCK ROAD
B97,553,393,BLK 714A BEDOK RESERVOIR ROAD
B99M,508,393,BLK 807 CHAI CHEE ROAD
TAM2,533,394,BLK 475 TAMPINES STREET 44
W76,480,394,BLK 748A WOODLANDS CIRCLE
U13,661,395,BLK 212/230 BUKIT BATOK STREET 21
A60,517,395,BLK 540/546 ANG MO KIO STREET 54
HG42,701,396,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8
SH1,607,396,BLK 301-313 SHUNFU ROAD
W185,540,397,BLK 185 WOODLANDS STREET 13
A40,520,399,BLK 471/476 ANG MO KIO STREET 44
BJ32,484,399,BLK 518A JELAPANG ROAD
PL15,500,400,BLK 171 EDGEDALE PLAINS
SE16,674,401,BLK 301/319 SERANGOON AVENUE 2
SB18,644,401,BLK 469/469A/469B ADMIRALTY DRIVE
TGM3,553,401,BLK 22A TEBAN GARDENS ROAD
W72,524,401,BLK 792A WOODLANDS AVENUE 6
W69,495,401,BLK 721A WOODLANDS AVENUE 6
PL79,564,402,
U60,558,402,BLK 451 BUKIT BATOK WEST AVENUE 6
HG19,568,403,BLK 138-145 LORONG AH SOO
PL54,497,403,BLK 259 PUNGGOL FIELD
PL67,735,405,BLK 314 PUNGGOL WAY
S118,416,405,
SK39,517,406,BLK 291 COMPASSVALE STREET
BJ37,512,407,BLK 529A JELAPANG ROAD
BA6,500,407,BLK 201 WOODLEIGH LINK
B21,555,408,BLK 74/82 BEDOK NORTH ROAD
BVM2,504,408,BLK 129A BUKIT MERAH VIEW
Y65M,500,408,BLK 315 YISHUN AVENUE 9
Q77M,607,411,BLK 18 HOLLAND DRIVE
S109,481,411,BLK 417 FERNVALE LINK
P6,547,412,BLK 109 PUNGGOL FIELD
W23,628,413,BLK 336-350 WOODLANDS STREET 32
BLM,556,414,BLK 10 BENDEMEER ROAD
CKM4,537,414,BLK 474A CHOA CHU KANG AVENUE 3
TH1,528,414,
JM14,493,415,BLK 635A JURONG WEST STREET 65
HG1F,469,415,BLK 229 HOUGANG STREET 21
CKM7,537,416,BLK 483A CHOA CHU KANG AVENUE 5
B66,585,417,BLK 637A BEDOK RESERVOIR ROAD
SB9,486,417,BLK 335A SEMBAWANG CLOSE
T32,645,419,BLK 272-275 TAMPINES STREET 22
HG1A,563,419,BLK 470 UPPER SERANGOON CRESCENT
W101,486,419,BLK 686 WOODLANDS DRIVE 73
SK6,473,419,BLK 233A COMPASSVALE WALK
Y25,608,420,BLK 800-812 YISHUN RING ROAD
PL42,598,422,BLK 616 PUNGGOL DRIVE
SK22,507,422,BLK 122F RIVERVALE DRIVE
C20M,550,424,BLK 462A CLEMENTI AVENUE 3
U25,625,425,BLK 337-353/355-356 BUKIT BATOK STREET 34
T35,630,426,BLK 287/298/299A/299B TAMPINES STREET 22
SK67,564,426,BLK 266 COMPASSVALE BOW
W89,524,426,BLK 661A WOODLANDS RING ROAD
SB25,524,427,BLK 588 MONTREAL DRIVE
SB6,518,428,BLK 306A CANBERRA ROAD
J98M,489,428,BLK 647A JURONG WEST STREET 61
CK63,866,429,BLK 689 CHOA CHU KANG CRESCENT
A21,633,429,BLK 325/326/301 ANG MO KIO STREET 31
J21,702,431,BLK 317/328 JURONG EAST STREET 31
PL60,558,431,BLK 670 EDGEFIELD PLAINS
W90,499,432,BLK 626A WOODLANDS DRIVE 52
SK29,526,433,BLK 204 COMPASSVALE DRIVE
T48,648,434,BLK 865/874A TAMPINES STREET 83/84
J91,587,434,BLK 287E JURONG EAST STREET 21
C35,647,435,BLK 704-714 CLEMENTI WEST STREET 2
PL10,560,435,BLK 174 PUNGGOL FIELD
SB35,549,435,BLK 120 CANBERRA CRESCENT
PL11,548,435,BLK 175 PUNGGOL FIELD
JM15,490,435,BLK 617A JURONG WEST STREET 65
A78,546,436,BLK 157/163 ANG MO KIO AVENUE 4
Y68M,595,437,BLK 504 YISHUN STREET 51
Y8,697,438,BLK 731/746 YISHUN STREET 71/72/AVENUE 5
SI13,689,438,BLK 221/235 SIMEI STREET 4
CK79,500,438,
BJ40,585,439,BLK 541A BUKIT PANJANG RING ROAD
BJ56,554,440,BLK 629A SENJA ROAD
PL66,534,440,BLK 121 EDGEDALE PLAINS
J99M,502,440,BLK 640A JURONG WEST STREET 61
SB23,550,442,BLK 354 ADMIRALTY DRIVE
TBM7,529,442,BLK 70 TELOK BLANGAH HEIGHTS
T47,669,443,BLK 857/864 TAMPINES STREET 83/AVENUE 5
DSR2,616,443,BLK 37A MARGARET DRIVE
JMB2,666,444,BLK 18A JALAN MEMBINA
NT2,601,444,BLK 605 TAMPINES STREET 61
PL17,609,445,BLK 642 PUNGGOL DRIVE
AM64,552,445,BLK 590 ANG MO KIO STREET 51
TPMJ,657,446,BLK 146A LORONG 2 TOA PAYOH
SIM4,590,446,BLK 248 SIMEI STREET 5
SK7,539,446,BLK 224E COMPASSVALE WALK
SK84,611,447,BLK 180 RIVERVALE CRESCENT
BJ51,553,447,BLK 181A JELEBU ROAD
BE5,647,448,BLK 117-134 BISHAN STREET 12
SK31,618,448,BLK 195A RIVERVALE DRIVE
Y61M,553,448,BLK 431 YISHUN AVENUE 1
SK9,456,448,BLK 146A RIVERVALE CRESCENT
HG67,705,449,BLK 401-413, 460-463 HOUGANG AVENUE 10
Y12,619,450,BLK 165/167,170/175 YISHUN RING ROAD/AVENUE 7
CK77,798,451,BLK 815 CHOA CHU KANG AVENUE 7
DWSO,613,451,BLK 40 & 41 MARGARET DRIVE
W85,515,452,BLK 622A WOODLANDS DRIVE 52
SK27,693,453,BLK 119 RIVERVALE DRIVE
SK65,565,453,BLK 267 COMPASSVALE LINK
H87L,500,454,BLK 950 TO 976 HOUGANG AVENUE 9 /STREET 91
PL69,699,457,BLK 661 EDGEDALE PLAINS
PL59,669,457,BLK 308 PUNGGOL WALK
Y7,667,457,BLK 701/716 & 701B YISHUN AVENUE 5
JM3,547,458,BLK 679 JURONG WEST CENTRAL 1
GE1A,792,459,BLK 99-106/111-112 ALJUNIED CRESCENT
SK45,556,459,BLK 295 COMPASSVALE CRESCENT
BE9,711,460,BLK 153-167 BISHAN STREET 13
TM35,632,461,BLK 742A TAMPINES STREET 72
PL58,566,461,663  PUNGGOL DRIVE
B85,559,461,BLK 184 BEDOK NORTH ROAD
BJ39,550,461,BLK 537A BUKIT PANJANG RING ROAD
CLNA,728,462,
SK1,657,462,BLK 133A RIVERVALE STREET
HG7,757,463,BLK 109-127 HOUGANG AVENUE 1
Y11,678,463,BLK 717/730 YISHUN STREET 71
P7,896,464,BLK 119 EDGEFIELD PLAINS
T39,746,464,BLK 921-941 TAMPINES STREET 91
RHM3,646,464,BLK 73 REDHILL ROAD
PM36,671,466,BLK 710A PASIR RIS STREET 72
W509,583,466,BLK 509A WOODLANDS DRIVE 14
BL23,631,467,BLK 216 BOON LAY AVENUE
T81,685,468,BLK 485A/489C TAMPINES STREET 45/AVENUE 9
TPMC,633,468,BLK 110A LORONG 1 TOA PAYOH
SK19,609,468,BLK 190C RIVERVALE DRIVE
JM18,559,468,BLK 629A JURONG WEST STREET 65
BE10,625,469,BLKS 168-180 BISHAN STREET 13
A36,680,470,BLK 436/443/445 ANG MO KIO STREET 43
SE50,591,470,BLK 238A SERANGOON AVENUE 2
SK62,646,473,BLK 408 FERNVALE ROAD
Y14,641,473,BLK 203/206, 213/222 YISHUN STREET 21
PL52,587,473,BLK 312 SUMANG LINK
CK3A,517,473,BLK 118A TECK WHYE LANE
W187,634,474,
B65,743,475,BLK 155/172 BEDOK SOUTH ROAD/AVENUE 3
TM1A,651,475,
U23,713,476,BLK 407-426 BUKIT BATOK WEST AVENUE 2/4
GBM,677,476,BLK 60A GEYLANG BAHRU
JM27,537,477,BLK 676 JURONG WEST STREET 64
SK47,632,478,BLK 310 ANCHORVALE ROAD
SK46,646,479,BLK 312 ANCHORVALE LANE
JM6,702,480,BLK 663 JURONG WEST STREET 65
JM26,571,480,BLK 675 JURONG WEST STREET 64
W56,537,480,BLK 891C WOODLANDS DRIVE 50
J88M,603,484,BLK 692A JURONG WEST CENTRAL 1
PL20,617,485,BLK 638 PUNGGOL DRIVE
CK57,590,486,BLK 669A CHOA CHU KANG CRESCENT
B65M,674,488,BLK 154 BEDOK SOUTH ROAD
W889,567,489,BLK 889 WOODLANDS DRIVE 50
SK38,656,490,BLK 261 COMPASSVALE STREET
J51,655,490,BLK 409/416 JURONG WEST STREET 42
W516,574,490,BLK 516A WOODLANDS DRIVE 14
SB17,563,490,BLK 504 MONTREAL DRIVE
B92,757,494,BLK 2A BEDOK SOUTH AVENUE 1
TPMQ,662,495,BLK 130 LORONG 1 TOA PAYOH
TM47,638,496,BLK 519 TAMPINES CENTRAL 8
HG49,776,497,BLK 435-458 HOUGANG AVENUE 6/8
BJ48,672,497,BLK 651A SENJA LINK
SI2,647,497,BLK 108/119 SIMEI STREET 1
SB10,549,497,BLK 481A SEMBAWANG DRIVE
Y43,716,498,BLK 320-332 YISHUN CENTRAL/RING ROAD
HG1B,659,498,BLK 475 UPPER SERANGOON CRESCENT
A63,715,500,BLK 501/513/508 ANG MO KIO STREET 52/53
CK46,673,500,BLK 792A CHOA CHU KANG NORTH 6
B81,622,500,BLK 30A NEW UPPER CHANGI ROAD
C33,805,502,BLK 601-613 CLEMENTI WEST STREET 1
TPMB,601,502,BLK 156A LORONG 1 TOA PAYOH
J89M,591,502,BLK 691A JURONG WEST CENTRAL 1
HG71,685,503,BLK 574A HOUGANG STREET 51
A67,712,504,BLK 605/612 ANG MO KIO AVENUE 4/5
W546,631,504,BLK 546A WOODLANDS DRIVE 16
SK4,593,504,BLK 102A RIVERVALE WALK
BE4,770,505,BLK 101-116 BISHAN STREET 12
CK54,628,505,BLK 638-643 CHOA CHU KANG STREET 64
BJ30,611,505,BLK 510A JELAPANG ROAD
W527,660,506,BLK 527A WOODLANDS DRIVE 14
PL18,615,507,BLK 162 PUNGGOL CENTRAL
MP19,511,507,BLK 89 MARINE PARADE CENTRAL
P3,658,508,BLK 101 PUNGGOL FIELD
J61,779,509,BLK 912/932 JURONG WEST STREET 92
J73,713,509,BLK 719/731 JURONG WEST STREET 72
SB29,628,509,BLK 508 WELLINGTON CIRCLE
AM20,676,513,BLK 309B ANG MO KIO STREET 31
JM11,573,513,BLK 686 JURONG WEST CENTRAL 1
CK8,750,514,BLK 201-221 CHOA CHU KANG CENTRAL
BJ28,669,514,BLK 170A LOMPANG ROAD
J48,745,516,BLK 441/455 JURONG WEST AVENUE 1/STREET 42
PL21,615,516,BLK 166 PUNGGOL CENTRAL
PR2,791,517,BLK 109/129 PASIR RIS STREET 11
BJ29,664,519,BLK 505A JELAPANG ROAD
SE12,722,521,BLK 211-222 SERANGOON AVENUE 4
TPMP,808,523,BLK 138 LORONG 1A TOA PAYOH
U12,773,525,BLK 201/211 BUKIT BATOK STREET 21
Y40,763,526,BLK 865/880 YISHUN STREET 81
BJ54,625,527,BLK 476A SEGAR ROAD
JSR2,593,527,BLK 686 JURONG WEST CENTRAL 1
Y4,807,528,BLK 121/143 YISHUN STREET 11/RING ROAD
HG3L,725,530,BLK 993A-993B, 994A-994C, 995A-995D, BUANGKOK CRESCENT/BUANGKOK LINK
B84,555,530,BLK 215A BEDOK CENTRAL
SK3,700,532,BLK 205D COMPASSVALE LANE
CK47,695,533,BLK 787A CHOA CHU KANG DRIVE
JM22,538,535,BLK 674 JURONG WEST STREET 65
NT3,796,536,BLK 609 TAMPINES NORTH DRIVE 1
PL71,732,539,BLK 682 EDGEDALE PLAINS EDGEDALE PLAINS
SK17,677,539,BLK 248A COMPASSVALE ROAD
HG11,817,542,BLK 301-319 HOUGANG AVENUE 5
PL70,773,542,BLK 226 SUMANG LANE
SK21,653,542,BLK 117D RIVERVALE DRIVE
W20,781,543,BLK 144-166 WOODLANDS STREET 13
SB37,719,543,BLK 106 CANBERRA STREET
HG88,699,543,BLK 699D HOUGANG STREET 52
CK72,680,545,BLK 489 CHOA CHU KANG AVENUE 5
SB38,666,545,BLK 129 CANBERRA STREET
A53,757,547,BLK 712A ANG MO KIO AVENUE 3/6
TM31,826,548,BLK 716A TAMPINES STREET 71
Y23,823,548,BLK 775-794 YISHUN RING RD/AVENUE 2
PR10,725,548,BLK 467/477 PASIR RIS DRIVE 6
SPM,719,548,BLK 108 SPOTTISWOODE PARK MSCP
PL56,670,550,BLK 672 EDGEFIELD PLAINS
PL12,747,556,BLK 137 EDGEDALE PLAINS
SK23,674,556,BLK 121E SENGKANG EAST WAY
SK98,816,561,BLK 414 FERNVALE LINK
TPM8,800,562,BLK 11A LORONG 8 TOA PAYOH
A38,938,563,BLK 407/410/421 ANG MO KIO AVENUE 10
CK49,767,563,BLK 610A CHOA CHU KANG STREET 62
HRM,751,563,BLK 96 HENDERSON ROAD
CLTR,743,565,BLK 311 CLEMENTI AVENUE 4
SK8,659,566,BLK 126A RIVERVALE STREET
EC2,809,568,BLK 12-25 EUNOS CRESCENT
TPMN,815,571,BLK 78B TOA PAYOH CENTRAL
C2M,765,571,BLK 463 CLEMENTI AVENUE 1
CKM1,669,573,BLK 429A CHOA CHU KANG AVENUE 4
Y73M,762,574,BLOCK 671 YISHUN AVENUE 4
CK70,620,574,BLK 476 CHOA CHU KANG AVENUE 5
HG48,837,577,BLK 417-434 HOUGANG AVENUE 6/8/10
TJ30,745,578,BLK 163A YUNG PING ROAD
SB16,714,582,BLK 339 SEMBAWANG CLOSE
KE1,858,583,BLK 101/121 BEDOK RESERVOIR ROAD
TM46,778,584,BLK 522 TAMPINES CENTRAL 7
C3M,882,586,BLK 416A CLEMENTI AVENUE 1
W49,833,586,BLK 839A WOODLANDS STREET 82
SB22,715,589,BLK 351 CANBERRA ROAD
CK76,755,591,BLK 810 CHOA CHU KANG AVENUE 7
BJ4,824,592,BLK 219/233 PETIR ROAD
SB19,789,592,BLK 501 WELLINGTON CIRCLE
W104,696,593,BLK 688 WOODLANDS DRIVE 75
W106,709,595,BLK 690 WOODLANDS DRIVE 75
SK52,770,598,BLK 318,316A-316C ANCHORVALE LINK
SK53,770,600,BLK 313,315A-315C ANCHORVALE ROAD
TWM2,674,600,BLK 158A JALAN TECK WHYE
U58,850,601,BLK 448 BT BATOK WEST AVENUE 9
T19,881,602,BLK 210/230 TAMPINES STREET 23
Y83M,739,602,
J62,700,604,BLK 902/908 JURONG WEST STREET 91
PL14,741,607,BLK 292 PUNGGOL CENTRAL
PM20,814,608,BLK 526 PASIR RIS STREET 51
NT9,862,610,
HG91,785,611,BLK 971A HOUGANG STREET 91
TJ28,755,612,BLK 364 YUNG AN ROAD
SE41,758,617,BLK 546A SERANGOON NORTH AVENUE 3
BA9,918,619,
HG90,784,620,BLK 966A HOUGANG AVENUE 9
TJ31,833,621,BLK 331A KANG CHING ROAD
P14,765,629,BLK 403/408 PANDAN GARDENS
W96,756,629,BLK 667A WOODLANDS RING ROAD
SK99,824,632,BLK 468 FERNVALE LINK
JM30,754,635,BLK 271 JURONG WEST STREET 24
PL24,749,637,BLK 178 & 193 EDGEFIELD PLAINS
SK18,663,637,BLK 188E RIVERVALE DRIVE
CK74,855,640,BLK 805 KEAT HONG CLOSE
BE42,852,642,BLK 290A BISHAN STREET 24
BA4,964,646,BLK 113 ALKAFF CRESCENT
HG87,778,648,BLK 955A HOUGANG AVENUE 9
B19,860,651,BLK 36-44, 60 BEDOK SOUTH ROAD
U56,1004,654,BLK 443 BUKIT BATOK WEST AVENUE 8
B11,1011,655,BLK 416/418 BEDOK NORTH AVENUE 2
SK5,668,655,BLK 124D RIVERVALE DRIVE
BBM5,951,667,BLK 290H BUKIT BATOK STREET 24
CK78,1712,669,817 KEAT HONG LINK
T38,974,675,BLK 902-916, 942-946 TAMPINES STREET 91
CK20,931,678,BLK 429, 438-441 CHOA CHU KANG AVENUE 4
B23M,860,679,BLK 187 BEDOK NORTH STREET 4
A61,1129,681,BLK 520/534/529 ANG MO KIO AVENUE 5/10
A76,818,681,BLK 613A ANG MO KIO AVENUE 4
U70,805,684,BLK 463 BUKIT BATOK STREET 41
CM1,962,687,BLK 10 CANTONMENT CLOSE
S108,900,687,BLK 289 COMPASSVALE CRESCENT
SB12,798,687,BLK 424A CANBERRA ROAD
HG38,1076,690,BLK 508-517,520-533 HOUGANG AVENUE 10
KE3,1018,690,BLK 127/135, 141/151 BEDOK RESERVOIR ROAD
TWM1,776,691,BLK 154A JALAN TECK WHYE
BJ50,854,696,BLK 468A SEGAR ROAD
BJ3,1054,697,BLK 101/129 GANGSA ROAD/PENDING ROAD
U2,1109,700,BLK 111/132 BUKIT BATOK WEST AVENUE 6
PL61,938,700,BLK 678 PUNGGOL DRIVE
JM24,786,700,BLK 655 JURONG WEST STREET 61
HG93,899,707,BLK 980 BUANGKOK CRESCENT
TBM8,960,708,BLK 90 TELOK BLANGAH STREET 31
SK60,867,708,BLK 404 FERNVALE LANE
HG75,823,710,BLK 172A HOUGANG AVENUE 1
U52,952,718,BLK 194 BUKIT BATOK WEST AVENUE 6
BJ8,988,721,BLK 201/218 PETIR ROAD
BJ55,873,729,BLK 625A SENJA ROAD
B44,1080,734,BLK 528/536 BEDOK NORTH STREET 3
UBM1,914,737,BLK 5 UPPER BOON KENG ROAD
HG94,896,738,BLK 984 BUANGKOK LINK
PR4,1117,747,BLK 406/411 PASIR RIS DRIVE 6
BJ58,850,747,BLK 455A SEGAR ROAD
CK58,904,750,BLK 678A CHOA CHU KANG CRESCENT
BJ66,868,753,BLK 634 SENJA ROAD
J49,922,755,BLK 552/559 JURONG WEST STREET 42
SK24,779,767,BLK 185 RIVERVALE CRESCENT
T37,1163,771,BLK 801, 820, 897/898 TAMPINES AVENUE 4/STREET 81
CKM6,935,788,BLK 462A CHOA CHU KANG AVENUE 4
Y19,1178,789,BLK 265/289 YISHUN STREET 22/AVENUE 6
TM6,809,791,BLK 307A TAMPINES STREET 32
J65,1083,798,BLK 933-953 JURONG WEST STREET 91
BJ43,1004,798,BLK 603A SENJA ROAD
PM4,809,798,BLK 231A PASIR RIS DRIVE 4
Y10,1145,799,BLK 753/774 YISHUN STREET 72/AVENUE 3
U57,1070,802,BLK 293 BUKIT BATOK STREET 21
BJ60,920,802,BLK 547 SEGAR ROAD
JM20,917,805,BLK 657 JURONG WEST STREET 65
S100,1104,808,BLK 472 FERNVALE STREET
BBM9,1200,813,BLK 395A BUKIT BATOK WEST AVENUE 5
TPM9,852,840,BLK 10A LORONG 7 TOA PAYOH
SB30,922,841,BLK 466 SEMBAWANG DRIVE
BJ67,940,845,BLK 636 SENJA ROAD
W61,1209,850,BLK 358A WOODLANDS AVENUE 5
HG92,1010,857,BLK 373A HOUGANG STREET 31
Y34,1189,860,BLK 606-631 YISHUN STREET 61/RING ROAD
JM13,1061,860,BLK 601A JURONG WEST STREET 62
JM25,1033,864,BLK 673 JURONG WEST STREET 65
TM4,1218,865,BLK 494A TAMPINES STREET 43
HG14,996,867,BLK 327-328,332-334,358-363 HOUGANG AVENUE 5
CK56,1023,907,BLK 675A CHOA CHU KANG CRESCENT
SK58,1164,910,BLK 413 FERNVALE LINK
BBM3,1210,911,BLK 289H BUKIT BATOK STREET 25
Y70M,1248,919,BLK 506 YISHUN AVENUE 4
BJ53,1064,919,BLK 480A SEGAR ROAD
TWM3,1000,920,BLK 160A JALAN TECK WHYE
W517,1158,925,BLK 517A WOODLANDS DRIVE 14
HG73,1052,930,BLK 909A HOUGANG STREET 91
JM7,1165,974,BLK 669 JURONG WEST STREET 64
NT8,1377,987,
PM2,1000,994,BLK 220A PASIR RIS STREET 21
PM15,1000,996,BLK 158A PASIR RIS STREET 13
TBL,1000,996,BLK 90B TELOK BLANGAH STREET 31
JM19,1298,1018,BLK 273 JURONG WEST AVENUE 3
SK34,1044,1032,BLK 299 COMPASSVALE STREET
J90,1294,1045,BLK 274A TOH GUAN ROAD
NT5,1489,1065,BLK 618 TAMPINES STREET 61
SB13,1267,1072,BLK 404A ADMIRALTY LINK
SK15,1358,1081,BLK 256A COMPASSVALE ROAD
SK36,1336,1086,BLK 301 ANCHORVALE DRIVE
JM5,1399,1136,BLK 664 JURONG WEST STREET 64
GM1M,1530,1139,31A GHIM MOH LINK
BJ49,1481,1155,BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD
JM28,1302,1157,BLK 990 JURONG WEST STREET 93
CK61,1272,1157,BLK 686 CHOA CHU KANG CRESCENT
SB26,1401,1161,BLK 484A ADMIRALTY LINK
SB21,1454,1165,BLK 467/467A/467B ADMIRALTY DRIVE
CK62,1466,1177,BLK 687 CHOA CHU KANG DRIVE
CK60,1318,1202,BLK 683 CHOA CHU KANG CRESCENT
W98,1494,1247,BLK 681 WOODLANDS DRIVE 62
JM16,1488,1247,BLK 659 JURONG WEST STREET 65
CK75,1494,1267,BLK 809 CHOA CHU KANG AVENUE 1
DRS,1325,1282,BLK 102A/102B DEPOT ROAD
SB15,1549,1330,BLK 358A ADMIRALTY DRIVE
